County Formatted,County,State Formatted,State
Blair,BLAIR,Pennsylvania,PENNSYLVANIA
Bradford,BRADFORD,Pennsylvania,PENNSYLVANIA
Bucks,BUCKS,Pennsylvania,PENNSYLVANIA
Butler,BUTLER,Pennsylvania,PENNSYLVANIA
Cambria,CAMBRIA,Pennsylvania,PENNSYLVANIA
Cameron,CAMERON,Pennsylvania,PENNSYLVANIA
Carbon,CARBON,Pennsylvania,PENNSYLVANIA
Centre,CENTRE,Pennsylvania,PENNSYLVANIA
Chester,CHESTER,Pennsylvania,PENNSYLVANIA
Clarion,CLARION,Pennsylvania,PENNSYLVANIA
Clearfield,CLEARFIELD,Pennsylvania,PENNSYLVANIA
Clinton,CLINTON,Pennsylvania,PENNSYLVANIA
Columbia,COLUMBIA,Pennsylvania,PENNSYLVANIA
Crawford,CRAWFORD,Pennsylvania,PENNSYLVANIA
Cumberland,CUMBERLAND,Pennsylvania,PENNSYLVANIA
Dauphin,DAUPHIN,Pennsylvania,PENNSYLVANIA
Delaware,DELAWARE,Pennsylvania,PENNSYLVANIA
Elk,ELK,Pennsylvania,PENNSYLVANIA
Erie,ERIE,Pennsylvania,PENNSYLVANIA
Fayette,FAYETTE,Pennsylvania,PENNSYLVANIA
Forest,FOREST,Pennsylvania,PENNSYLVANIA
Franklin,FRANKLIN,Pennsylvania,PENNSYLVANIA
Fulton,FULTON,Pennsylvania,PENNSYLVANIA
Greene,GREENE,Pennsylvania,PENNSYLVANIA
Huntingdon,HUNTINGDON,Pennsylvania,PENNSYLVANIA
Indiana,INDIANA,Pennsylvania,PENNSYLVANIA
Jefferson,JEFFERSON,Pennsylvania,PENNSYLVANIA
Juniata,JUNIATA,Pennsylvania,PENNSYLVANIA
Lackawanna,LACKAWANNA,Pennsylvania,PENNSYLVANIA
Lancaster,LANCASTER,Pennsylvania,PENNSYLVANIA
Lawrence,LAWRENCE,Pennsylvania,PENNSYLVANIA
Lebanon,LEBANON,Pennsylvania,PENNSYLVANIA
Lehigh,LEHIGH,Pennsylvania,PENNSYLVANIA
Luzerne,LUZERNE,Pennsylvania,PENNSYLVANIA
Lycoming,LYCOMING,Pennsylvania,PENNSYLVANIA
McKean,MCKEAN,Pennsylvania,PENNSYLVANIA
Mercer,MERCER,Pennsylvania,PENNSYLVANIA
Mifflin,MIFFLIN,Pennsylvania,PENNSYLVANIA
Monroe,MONROE,Pennsylvania,PENNSYLVANIA
Montgomery,MONTGOMERY,Pennsylvania,PENNSYLVANIA
Montour,MONTOUR,Pennsylvania,PENNSYLVANIA
Northampton,NORTHAMPTON,Pennsylvania,PENNSYLVANIA
Northumberland,NORTHUMBERLAND,Pennsylvania,PENNSYLVANIA
Perry,PERRY,Pennsylvania,PENNSYLVANIA
Philadelphia,PHILADELPHIA,Pennsylvania,PENNSYLVANIA
Pike,PIKE,Pennsylvania,PENNSYLVANIA
Potter,POTTER,Pennsylvania,PENNSYLVANIA
Schuylkill,SCHUYLKILL,Pennsylvania,PENNSYLVANIA
Snyder,SNYDER,Pennsylvania,PENNSYLVANIA
Somerset,SOMERSET,Pennsylvania,PENNSYLVANIA
Sullivan,SULLIVAN,Pennsylvania,PENNSYLVANIA
Susquehanna,SUSQUEHANNA,Pennsylvania,PENNSYLVANIA
Tioga,TIOGA,Pennsylvania,PENNSYLVANIA
Union,UNION,Pennsylvania,PENNSYLVANIA
Venango,VENANGO,Pennsylvania,PENNSYLVANIA
Warren,WARREN,Pennsylvania,PENNSYLVANIA
Washington,WASHINGTON,Pennsylvania,PENNSYLVANIA
Wayne,WAYNE,Pennsylvania,PENNSYLVANIA
Westmoreland,WESTMORELAND,Pennsylvania,PENNSYLVANIA
Wyoming,WYOMING,Pennsylvania,PENNSYLVANIA
York,YORK,Pennsylvania,PENNSYLVANIA
Bristol,BRISTOL,Rhode Island,RHODEISLAND
Kent,KENT,Rhode Island,RHODEISLAND
Newport,NEWPORT,Rhode Island,RHODEISLAND
Providence,PROVIDENCE,Rhode Island,RHODEISLAND
Washington,WASHINGTON,Rhode Island,RHODEISLAND
Abbeville,ABBEVILLE,South Carolina,SOUTHCAROLINA
Aiken,AIKEN,South Carolina,SOUTHCAROLINA
Allendale,ALLENDALE,South Carolina,SOUTHCAROLINA
Anderson,ANDERSON,South Carolina,SOUTHCAROLINA
Bamberg,BAMBERG,South Carolina,SOUTHCAROLINA
Barnwell,BARNWELL,South Carolina,SOUTHCAROLINA
Beaufort,BEAUFORT,South Carolina,SOUTHCAROLINA
Berkeley,BERKELEY,South Carolina,SOUTHCAROLINA
Calhoun,CALHOUN,South Carolina,SOUTHCAROLINA
Charleston,CHARLESTON,South Carolina,SOUTHCAROLINA
Cherokee,CHEROKEE,South Carolina,SOUTHCAROLINA
Chester,CHESTER,South Carolina,SOUTHCAROLINA
Chesterfield,CHESTERFIELD,South Carolina,SOUTHCAROLINA
Clarendon,CLARENDON,South Carolina,SOUTHCAROLINA
Colleton,COLLETON,South Carolina,SOUTHCAROLINA
Darlington,DARLINGTON,South Carolina,SOUTHCAROLINA
Dillon,DILLON,South Carolina,SOUTHCAROLINA
Dorchester,DORCHESTER,South Carolina,SOUTHCAROLINA
Edgefield,EDGEFIELD,South Carolina,SOUTHCAROLINA
Fairfield,FAIRFIELD,South Carolina,SOUTHCAROLINA
Florence,FLORENCE,South Carolina,SOUTHCAROLINA
Georgetown,GEORGETOWN,South Carolina,SOUTHCAROLINA
Greenville,GREENVILLE,South Carolina,SOUTHCAROLINA
Greenwood,GREENWOOD,South Carolina,SOUTHCAROLINA
Hampton,HAMPTON,South Carolina,SOUTHCAROLINA
Horry,HORRY,South Carolina,SOUTHCAROLINA
Jasper,JASPER,South Carolina,SOUTHCAROLINA
Kershaw,KERSHAW,South Carolina,SOUTHCAROLINA
Lancaster,LANCASTER,South Carolina,SOUTHCAROLINA
Laurens,LAURENS,South Carolina,SOUTHCAROLINA
Lee,LEE,South Carolina,SOUTHCAROLINA
Lexington,LEXINGTON,South Carolina,SOUTHCAROLINA
McCormick,MCCORMICK,South Carolina,SOUTHCAROLINA
Marion,MARION,South Carolina,SOUTHCAROLINA
Marlboro,MARLBORO,South Carolina,SOUTHCAROLINA
Newberry,NEWBERRY,South Carolina,SOUTHCAROLINA
Oconee,OCONEE,South Carolina,SOUTHCAROLINA
Orangeburg,ORANGEBURG,South Carolina,SOUTHCAROLINA
Pickens,PICKENS,South Carolina,SOUTHCAROLINA
Richland,RICHLAND,South Carolina,SOUTHCAROLINA
Saluda,SALUDA,South Carolina,SOUTHCAROLINA
Spartanburg,SPARTANBURG,South Carolina,SOUTHCAROLINA
Sumter,SUMTER,South Carolina,SOUTHCAROLINA
Union,UNION,South Carolina,SOUTHCAROLINA
Williamsburg,WILLIAMSBURG,South Carolina,SOUTHCAROLINA
York,YORK,South Carolina,SOUTHCAROLINA
Aurora,AURORA,South Dakota,SOUTHDAKOTA
Beadle,BEADLE,South Dakota,SOUTHDAKOTA
Bennett,BENNETT,South Dakota,SOUTHDAKOTA
Bon Homme,BONHOMME,South Dakota,SOUTHDAKOTA
Brookings,BROOKINGS,South Dakota,SOUTHDAKOTA
Brown,BROWN,South Dakota,SOUTHDAKOTA
Brule,BRULE,South Dakota,SOUTHDAKOTA
Buffalo,BUFFALO,South Dakota,SOUTHDAKOTA
Butte,BUTTE,South Dakota,SOUTHDAKOTA
Campbell,CAMPBELL,South Dakota,SOUTHDAKOTA
Charles Mix,CHARLESMIX,South Dakota,SOUTHDAKOTA
Clark,CLARK,South Dakota,SOUTHDAKOTA
Clay,CLAY,South Dakota,SOUTHDAKOTA
Codington,CODINGTON,South Dakota,SOUTHDAKOTA
Corson,CORSON,South Dakota,SOUTHDAKOTA
Custer,CUSTER,South Dakota,SOUTHDAKOTA
Davison,DAVISON,South Dakota,SOUTHDAKOTA
Day,DAY,South Dakota,SOUTHDAKOTA
Deuel,DEUEL,South Dakota,SOUTHDAKOTA
Dewey,DEWEY,South Dakota,SOUTHDAKOTA
Douglas,DOUGLAS,South Dakota,SOUTHDAKOTA
Edmunds,EDMUNDS,South Dakota,SOUTHDAKOTA
Fall River,FALLRIVER,South Dakota,SOUTHDAKOTA
Faulk,FAULK,South Dakota,SOUTHDAKOTA
Grant,GRANT,South Dakota,SOUTHDAKOTA
Gregory,GREGORY,South Dakota,SOUTHDAKOTA
Haakon,HAAKON,South Dakota,SOUTHDAKOTA
Hamlin,HAMLIN,South Dakota,SOUTHDAKOTA
Hand,HAND,South Dakota,SOUTHDAKOTA
Hanson,HANSON,South Dakota,SOUTHDAKOTA
Harding,HARDING,South Dakota,SOUTHDAKOTA
Hughes,HUGHES,South Dakota,SOUTHDAKOTA
Hutchinson,HUTCHINSON,South Dakota,SOUTHDAKOTA
Hyde,HYDE,South Dakota,SOUTHDAKOTA
Jackson,JACKSON,South Dakota,SOUTHDAKOTA
Jerauld,JERAULD,South Dakota,SOUTHDAKOTA
Jones,JONES,South Dakota,SOUTHDAKOTA
Kingsbury,KINGSBURY,South Dakota,SOUTHDAKOTA
Lake,LAKE,South Dakota,SOUTHDAKOTA
Lawrence,LAWRENCE,South Dakota,SOUTHDAKOTA
Lincoln,LINCOLN,South Dakota,SOUTHDAKOTA
Lyman,LYMAN,South Dakota,SOUTHDAKOTA
McCook,MCCOOK,South Dakota,SOUTHDAKOTA
McPherson,MCPHERSON,South Dakota,SOUTHDAKOTA
Marshall,MARSHALL,South Dakota,SOUTHDAKOTA
Meade,MEADE,South Dakota,SOUTHDAKOTA
Mellette,MELLETTE,South Dakota,SOUTHDAKOTA
Miner,MINER,South Dakota,SOUTHDAKOTA
Minnehaha,MINNEHAHA,South Dakota,SOUTHDAKOTA
Moody,MOODY,South Dakota,SOUTHDAKOTA
Pennington,PENNINGTON,South Dakota,SOUTHDAKOTA
Perkins,PERKINS,South Dakota,SOUTHDAKOTA
Potter,POTTER,South Dakota,SOUTHDAKOTA
Roberts,ROBERTS,South Dakota,SOUTHDAKOTA
Sanborn,SANBORN,South Dakota,SOUTHDAKOTA
Shannon,SHANNON,South Dakota,SOUTHDAKOTA
Spink,SPINK,South Dakota,SOUTHDAKOTA
Stanley,STANLEY,South Dakota,SOUTHDAKOTA
Sully,SULLY,South Dakota,SOUTHDAKOTA
Todd,TODD,South Dakota,SOUTHDAKOTA
Tripp,TRIPP,South Dakota,SOUTHDAKOTA
Turner,TURNER,South Dakota,SOUTHDAKOTA
Union,UNION,South Dakota,SOUTHDAKOTA
Walworth,WALWORTH,South Dakota,SOUTHDAKOTA
Yankton,YANKTON,South Dakota,SOUTHDAKOTA
Ziebach,ZIEBACH,South Dakota,SOUTHDAKOTA
Anderson,ANDERSON,Tennessee,TENNESSEE
Bedford,BEDFORD,Tennessee,TENNESSEE
Benton,BENTON,Tennessee,TENNESSEE
Bledsoe,BLEDSOE,Tennessee,TENNESSEE
Blount,BLOUNT,Tennessee,TENNESSEE
Bradley,BRADLEY,Tennessee,TENNESSEE
Campbell,CAMPBELL,Tennessee,TENNESSEE
Cannon,CANNON,Tennessee,TENNESSEE
Carroll,CARROLL,Tennessee,TENNESSEE
Carter,CARTER,Tennessee,TENNESSEE
Cheatham,CHEATHAM,Tennessee,TENNESSEE
Chester,CHESTER,Tennessee,TENNESSEE
Claiborne,CLAIBORNE,Tennessee,TENNESSEE
Clay,CLAY,Tennessee,TENNESSEE
Cocke,COCKE,Tennessee,TENNESSEE
Coffee,COFFEE,Tennessee,TENNESSEE
Crockett,CROCKETT,Tennessee,TENNESSEE
Cumberland,CUMBERLAND,Tennessee,TENNESSEE
Davidson,DAVIDSON,Tennessee,TENNESSEE
Decatur,DECATUR,Tennessee,TENNESSEE
DeKalb,DEKALB,Tennessee,TENNESSEE
Dickson,DICKSON,Tennessee,TENNESSEE
Dyer,DYER,Tennessee,TENNESSEE
Fayette,FAYETTE,Tennessee,TENNESSEE
Fentress,FENTRESS,Tennessee,TENNESSEE
Franklin,FRANKLIN,Tennessee,TENNESSEE
Gibson,GIBSON,Tennessee,TENNESSEE
Giles,GILES,Tennessee,TENNESSEE
Grainger,GRAINGER,Tennessee,TENNESSEE
Greene,GREENE,Tennessee,TENNESSEE
Grundy,GRUNDY,Tennessee,TENNESSEE
Hamblen,HAMBLEN,Tennessee,TENNESSEE
Hamilton,HAMILTON,Tennessee,TENNESSEE
Hancock,HANCOCK,Tennessee,TENNESSEE
Hardeman,HARDEMAN,Tennessee,TENNESSEE
Hardin,HARDIN,Tennessee,TENNESSEE
Hawkins,HAWKINS,Tennessee,TENNESSEE
Haywood,HAYWOOD,Tennessee,TENNESSEE
Henderson,HENDERSON,Tennessee,TENNESSEE
Henry,HENRY,Tennessee,TENNESSEE
Hickman,HICKMAN,Tennessee,TENNESSEE
Houston,HOUSTON,Tennessee,TENNESSEE
Humphreys,HUMPHREYS,Tennessee,TENNESSEE
Jackson,JACKSON,Tennessee,TENNESSEE
Jefferson,JEFFERSON,Tennessee,TENNESSEE
Johnson,JOHNSON,Tennessee,TENNESSEE
Knox,KNOX,Tennessee,TENNESSEE
Lake,LAKE,Tennessee,TENNESSEE
Lauderdale,LAUDERDALE,Tennessee,TENNESSEE
Lawrence,LAWRENCE,Tennessee,TENNESSEE
Lewis,LEWIS,Tennessee,TENNESSEE
Lincoln,LINCOLN,Tennessee,TENNESSEE
Loudon,LOUDON,Tennessee,TENNESSEE
McMinn,MCMINN,Tennessee,TENNESSEE
McNairy,MCNAIRY,Tennessee,TENNESSEE
Macon,MACON,Tennessee,TENNESSEE
Madison,MADISON,Tennessee,TENNESSEE
Marion,MARION,Tennessee,TENNESSEE
Marshall,MARSHALL,Tennessee,TENNESSEE
Maury,MAURY,Tennessee,TENNESSEE
Meigs,MEIGS,Tennessee,TENNESSEE
Monroe,MONROE,Tennessee,TENNESSEE
Montgomery,MONTGOMERY,Tennessee,TENNESSEE
Moore,MOORE,Tennessee,TENNESSEE
Morgan,MORGAN,Tennessee,TENNESSEE
Obion,OBION,Tennessee,TENNESSEE
Overton,OVERTON,Tennessee,TENNESSEE
Perry,PERRY,Tennessee,TENNESSEE
Pickett,PICKETT,Tennessee,TENNESSEE
Polk,POLK,Tennessee,TENNESSEE
Putnam,PUTNAM,Tennessee,TENNESSEE
Rhea,RHEA,Tennessee,TENNESSEE
Roane,ROANE,Tennessee,TENNESSEE
Robertson,ROBERTSON,Tennessee,TENNESSEE
Rutherford,RUTHERFORD,Tennessee,TENNESSEE
Scott,SCOTT,Tennessee,TENNESSEE
Sequatchie,SEQUATCHIE,Tennessee,TENNESSEE
Sevier,SEVIER,Tennessee,TENNESSEE
Shelby,SHELBY,Tennessee,TENNESSEE
Smith,SMITH,Tennessee,TENNESSEE
Stewart,STEWART,Tennessee,TENNESSEE
Sullivan,SULLIVAN,Tennessee,TENNESSEE
Sumner,SUMNER,Tennessee,TENNESSEE
Tipton,TIPTON,Tennessee,TENNESSEE
Trousdale,TROUSDALE,Tennessee,TENNESSEE
Unicoi,UNICOI,Tennessee,TENNESSEE
Union,UNION,Tennessee,TENNESSEE
Van Buren,VANBUREN,Tennessee,TENNESSEE
Warren,WARREN,Tennessee,TENNESSEE
Washington,WASHINGTON,Tennessee,TENNESSEE
Wayne,WAYNE,Tennessee,TENNESSEE
Weakley,WEAKLEY,Tennessee,TENNESSEE
White,WHITE,Tennessee,TENNESSEE
Williamson,WILLIAMSON,Tennessee,TENNESSEE
Wilson,WILSON,Tennessee,TENNESSEE
Anderson,ANDERSON,Texas,TEXAS
Andrews,ANDREWS,Texas,TEXAS
Angelina,ANGELINA,Texas,TEXAS
Aransas,ARANSAS,Texas,TEXAS
Archer,ARCHER,Texas,TEXAS
Armstrong,ARMSTRONG,Texas,TEXAS
Atascosa,ATASCOSA,Texas,TEXAS
Austin,AUSTIN,Texas,TEXAS
Bailey,BAILEY,Texas,TEXAS
Bandera,BANDERA,Texas,TEXAS
Bastrop,BASTROP,Texas,TEXAS
Baylor,BAYLOR,Texas,TEXAS
Bee,BEE,Texas,TEXAS
Bell,BELL,Texas,TEXAS
Bexar,BEXAR,Texas,TEXAS
Blanco,BLANCO,Texas,TEXAS
Borden,BORDEN,Texas,TEXAS
Bosque,BOSQUE,Texas,TEXAS
Bowie,BOWIE,Texas,TEXAS
Brazoria,BRAZORIA,Texas,TEXAS
Brazos,BRAZOS,Texas,TEXAS
Brewster,BREWSTER,Texas,TEXAS
Briscoe,BRISCOE,Texas,TEXAS
Brooks,BROOKS,Texas,TEXAS
Brown,BROWN,Texas,TEXAS
Burleson,BURLESON,Texas,TEXAS
Burnet,BURNET,Texas,TEXAS
Caldwell,CALDWELL,Texas,TEXAS
Calhoun,CALHOUN,Texas,TEXAS
Callahan,CALLAHAN,Texas,TEXAS
Cameron,CAMERON,Texas,TEXAS
Camp,CAMP,Texas,TEXAS
Carson,CARSON,Texas,TEXAS
Cass,CASS,Texas,TEXAS
Castro,CASTRO,Texas,TEXAS
Chambers,CHAMBERS,Texas,TEXAS
Cherokee,CHEROKEE,Texas,TEXAS
Childress,CHILDRESS,Texas,TEXAS
Clay,CLAY,Texas,TEXAS
Cochran,COCHRAN,Texas,TEXAS
Coke,COKE,Texas,TEXAS
Coleman,COLEMAN,Texas,TEXAS
Collin,COLLIN,Texas,TEXAS
Collingsworth,COLLINGSWORTH,Texas,TEXAS
Colorado,COLORADO,Texas,TEXAS
Comal,COMAL,Texas,TEXAS
Comanche,COMANCHE,Texas,TEXAS
Concho,CONCHO,Texas,TEXAS
Cooke,COOKE,Texas,TEXAS
Coryell,CORYELL,Texas,TEXAS
Cottle,COTTLE,Texas,TEXAS
Crane,CRANE,Texas,TEXAS
Crockett,CROCKETT,Texas,TEXAS
Crosby,CROSBY,Texas,TEXAS
Culberson,CULBERSON,Texas,TEXAS
Dallam,DALLAM,Texas,TEXAS
Dallas,DALLAS,Texas,TEXAS
Dawson,DAWSON,Texas,TEXAS
Deaf Smith,DEAFSMITH,Texas,TEXAS
Delta,DELTA,Texas,TEXAS
Denton,DENTON,Texas,TEXAS
DeWitt,DEWITT,Texas,TEXAS
Dickens,DICKENS,Texas,TEXAS
Dimmit,DIMMIT,Texas,TEXAS
Donley,DONLEY,Texas,TEXAS
Duval,DUVAL,Texas,TEXAS
Eastland,EASTLAND,Texas,TEXAS
Ector,ECTOR,Texas,TEXAS
Edwards,EDWARDS,Texas,TEXAS
Ellis,ELLIS,Texas,TEXAS
El Paso,ELPASO,Texas,TEXAS
Erath,ERATH,Texas,TEXAS
Falls,FALLS,Texas,TEXAS
Fannin,FANNIN,Texas,TEXAS
Fayette,FAYETTE,Texas,TEXAS
Fisher,FISHER,Texas,TEXAS
Floyd,FLOYD,Texas,TEXAS
Foard,FOARD,Texas,TEXAS
Fort Bend,FORTBEND,Texas,TEXAS
Franklin,FRANKLIN,Texas,TEXAS
Freestone,FREESTONE,Texas,TEXAS
Frio,FRIO,Texas,TEXAS
Gaines,GAINES,Texas,TEXAS
Galveston,GALVESTON,Texas,TEXAS
Garza,GARZA,Texas,TEXAS
Gillespie,GILLESPIE,Texas,TEXAS
Glasscock,GLASSCOCK,Texas,TEXAS
Goliad,GOLIAD,Texas,TEXAS
Gonzales,GONZALES,Texas,TEXAS
Gray,GRAY,Texas,TEXAS
Grayson,GRAYSON,Texas,TEXAS
Gregg,GREGG,Texas,TEXAS
Grimes,GRIMES,Texas,TEXAS
Guadalupe,GUADALUPE,Texas,TEXAS
Hale,HALE,Texas,TEXAS
Hall,HALL,Texas,TEXAS
Hamilton,HAMILTON,Texas,TEXAS
Hansford,HANSFORD,Texas,TEXAS
Hardeman,HARDEMAN,Texas,TEXAS
Hardin,HARDIN,Texas,TEXAS
Harris,HARRIS,Texas,TEXAS
Harrison,HARRISON,Texas,TEXAS
Hartley,HARTLEY,Texas,TEXAS
Haskell,HASKELL,Texas,TEXAS
Hays,HAYS,Texas,TEXAS
Hemphill,HEMPHILL,Texas,TEXAS
Henderson,HENDERSON,Texas,TEXAS
Hidalgo,HIDALGO,Texas,TEXAS
Hill,HILL,Texas,TEXAS
Hockley,HOCKLEY,Texas,TEXAS
Hood,HOOD,Texas,TEXAS
Hopkins,HOPKINS,Texas,TEXAS
Houston,HOUSTON,Texas,TEXAS
Howard,HOWARD,Texas,TEXAS
Hudspeth,HUDSPETH,Texas,TEXAS
Hunt,HUNT,Texas,TEXAS
Hutchinson,HUTCHINSON,Texas,TEXAS
Irion,IRION,Texas,TEXAS
Jack,JACK,Texas,TEXAS
Jackson,JACKSON,Texas,TEXAS
Jasper,JASPER,Texas,TEXAS
Jeff Davis,JEFFDAVIS,Texas,TEXAS
Jefferson,JEFFERSON,Texas,TEXAS
Jim Hogg,JIMHOGG,Texas,TEXAS
Jim Wells,JIMWELLS,Texas,TEXAS
Johnson,JOHNSON,Texas,TEXAS
Jones,JONES,Texas,TEXAS
Karnes,KARNES,Texas,TEXAS
Kaufman,KAUFMAN,Texas,TEXAS
Kendall,KENDALL,Texas,TEXAS
Kenedy,KENEDY,Texas,TEXAS
Kent,KENT,Texas,TEXAS
Kerr,KERR,Texas,TEXAS
Kimble,KIMBLE,Texas,TEXAS
King,KING,Texas,TEXAS
Kinney,KINNEY,Texas,TEXAS
Kleberg,KLEBERG,Texas,TEXAS
Knox,KNOX,Texas,TEXAS
Lamar,LAMAR,Texas,TEXAS
Lamb,LAMB,Texas,TEXAS
Lampasas,LAMPASAS,Texas,TEXAS
La Salle,LASALLE,Texas,TEXAS
Lavaca,LAVACA,Texas,TEXAS
Lee,LEE,Texas,TEXAS
Leon,LEON,Texas,TEXAS
Liberty,LIBERTY,Texas,TEXAS
Limestone,LIMESTONE,Texas,TEXAS
Lipscomb,LIPSCOMB,Texas,TEXAS
Live Oak,LIVEOAK,Texas,TEXAS
Llano,LLANO,Texas,TEXAS
Loving,LOVING,Texas,TEXAS
Lubbock,LUBBOCK,Texas,TEXAS
Lynn,LYNN,Texas,TEXAS
McCulloch,MCCULLOCH,Texas,TEXAS
McLennan,MCLENNAN,Texas,TEXAS
McMullen,MCMULLEN,Texas,TEXAS
Madison,MADISON,Texas,TEXAS
Marion,MARION,Texas,TEXAS
Martin,MARTIN,Texas,TEXAS
Mason,MASON,Texas,TEXAS
Matagorda,MATAGORDA,Texas,TEXAS
Maverick,MAVERICK,Texas,TEXAS
Medina,MEDINA,Texas,TEXAS
Menard,MENARD,Texas,TEXAS
Midland,MIDLAND,Texas,TEXAS
Milam,MILAM,Texas,TEXAS
Mills,MILLS,Texas,TEXAS
Mitchell,MITCHELL,Texas,TEXAS
Montague,MONTAGUE,Texas,TEXAS
Montgomery,MONTGOMERY,Texas,TEXAS
Moore,MOORE,Texas,TEXAS
Morris,MORRIS,Texas,TEXAS
Motley,MOTLEY,Texas,TEXAS
Nacogdoches,NACOGDOCHES,Texas,TEXAS
Navarro,NAVARRO,Texas,TEXAS
Newton,NEWTON,Texas,TEXAS
Nolan,NOLAN,Texas,TEXAS
Nueces,NUECES,Texas,TEXAS
Ochiltree,OCHILTREE,Texas,TEXAS
Oldham,OLDHAM,Texas,TEXAS
Orange,ORANGE,Texas,TEXAS
Palo Pinto,PALOPINTO,Texas,TEXAS
Panola,PANOLA,Texas,TEXAS
Parker,PARKER,Texas,TEXAS
Parmer,PARMER,Texas,TEXAS
Pecos,PECOS,Texas,TEXAS
Polk,POLK,Texas,TEXAS
Potter,POTTER,Texas,TEXAS
Presidio,PRESIDIO,Texas,TEXAS
Rains,RAINS,Texas,TEXAS
Randall,RANDALL,Texas,TEXAS
Reagan,REAGAN,Texas,TEXAS
Real,REAL,Texas,TEXAS
Red River,REDRIVER,Texas,TEXAS
Reeves,REEVES,Texas,TEXAS
Refugio,REFUGIO,Texas,TEXAS
Roberts,ROBERTS,Texas,TEXAS
Robertson,ROBERTSON,Texas,TEXAS
Rockwall,ROCKWALL,Texas,TEXAS
Runnels,RUNNELS,Texas,TEXAS
Rusk,RUSK,Texas,TEXAS
Sabine,SABINE,Texas,TEXAS
San Augustine,SANAUGUSTINE,Texas,TEXAS
San Jacinto,SANJACINTO,Texas,TEXAS
San Patricio,SANPATRICIO,Texas,TEXAS
San Saba,SANSABA,Texas,TEXAS
Schleicher,SCHLEICHER,Texas,TEXAS
Scurry,SCURRY,Texas,TEXAS
Shackelford,SHACKELFORD,Texas,TEXAS
Shelby,SHELBY,Texas,TEXAS
Sherman,SHERMAN,Texas,TEXAS
Smith,SMITH,Texas,TEXAS
Somervell,SOMERVELL,Texas,TEXAS
Starr,STARR,Texas,TEXAS
Stephens,STEPHENS,Texas,TEXAS
Sterling,STERLING,Texas,TEXAS
Stonewall,STONEWALL,Texas,TEXAS
Sutton,SUTTON,Texas,TEXAS
Swisher,SWISHER,Texas,TEXAS
Tarrant,TARRANT,Texas,TEXAS
Taylor,TAYLOR,Texas,TEXAS
Terrell,TERRELL,Texas,TEXAS
Terry,TERRY,Texas,TEXAS
Throckmorton,THROCKMORTON,Texas,TEXAS
Titus,TITUS,Texas,TEXAS
Tom Green,TOMGREEN,Texas,TEXAS
Travis,TRAVIS,Texas,TEXAS
Trinity,TRINITY,Texas,TEXAS
Tyler,TYLER,Texas,TEXAS
Upshur,UPSHUR,Texas,TEXAS
Upton,UPTON,Texas,TEXAS
Uvalde,UVALDE,Texas,TEXAS
Val Verde,VALVERDE,Texas,TEXAS
Van Zandt,VANZANDT,Texas,TEXAS
Victoria,VICTORIA,Texas,TEXAS
Walker,WALKER,Texas,TEXAS
Waller,WALLER,Texas,TEXAS
Ward,WARD,Texas,TEXAS
Washington,WASHINGTON,Texas,TEXAS
Webb,WEBB,Texas,TEXAS
Wharton,WHARTON,Texas,TEXAS
Wheeler,WHEELER,Texas,TEXAS
Wichita,WICHITA,Texas,TEXAS
Wilbarger,WILBARGER,Texas,TEXAS
Willacy,WILLACY,Texas,TEXAS
Williamson,WILLIAMSON,Texas,TEXAS
Wilson,WILSON,Texas,TEXAS
Winkler,WINKLER,Texas,TEXAS
Wise,WISE,Texas,TEXAS
Wood,WOOD,Texas,TEXAS
Yoakum,YOAKUM,Texas,TEXAS
Young,YOUNG,Texas,TEXAS
Zapata,ZAPATA,Texas,TEXAS
Zavala,ZAVALA,Texas,TEXAS
Beaver,BEAVER,Utah,UTAH
Box Elder,BOXELDER,Utah,UTAH
Cache,CACHE,Utah,UTAH
Carbon,CARBON,Utah,UTAH
Daggett,DAGGETT,Utah,UTAH
Davis,DAVIS,Utah,UTAH
Duchesne,DUCHESNE,Utah,UTAH
Emery,EMERY,Utah,UTAH
Garfield,GARFIELD,Utah,UTAH
Grand,GRAND,Utah,UTAH
Iron,IRON,Utah,UTAH
Juab,JUAB,Utah,UTAH
Kane,KANE,Utah,UTAH
Millard,MILLARD,Utah,UTAH
Morgan,MORGAN,Utah,UTAH
Piute,PIUTE,Utah,UTAH
Rich,RICH,Utah,UTAH
Salt Lake,SALTLAKE,Utah,UTAH
San Juan,SANJUAN,Utah,UTAH
Sanpete,SANPETE,Utah,UTAH
Sevier,SEVIER,Utah,UTAH
Summit,SUMMIT,Utah,UTAH
Tooele,TOOELE,Utah,UTAH
Uintah,UINTAH,Utah,UTAH
Utah,UTAH,Utah,UTAH
Wasatch,WASATCH,Utah,UTAH
Washington,WASHINGTON,Utah,UTAH
Wayne,WAYNE,Utah,UTAH
Weber,WEBER,Utah,UTAH
Addison,ADDISON,Vermont,VERMONT
Bennington,BENNINGTON,Vermont,VERMONT
Caledonia,CALEDONIA,Vermont,VERMONT
Chittenden,CHITTENDEN,Vermont,VERMONT
Essex,ESSEX,Vermont,VERMONT
Franklin,FRANKLIN,Vermont,VERMONT
Grand Isle,GRANDISLE,Vermont,VERMONT
Lamoille,LAMOILLE,Vermont,VERMONT
Orange,ORANGE,Vermont,VERMONT
Orleans,ORLEANS,Vermont,VERMONT
