"PROVIDER","NEW_PROV","STATUS17","SHORTNAME","PNAME","PCITY","PSTATE","PZIP","HSA","HSANAME","HRR","HRRNAME","FCOUNTY","FCNTYNAME","POSbeds","SYSNAME","AHAbeds","CATEGORY","TEACHSTATUS","HOSPTYPE","NCI_CENTER","EXCL_FLAG","ICU_FLAG"
"020006","020006","9.OK?","Mat-Su Regional Medical Center","MAT-SU REGIONAL MEDICAL CENTER","PALMER","AK","99645",2009,"AK- PALMER",10,"AK- ANCHORAGE","02170","AK-Matanuska-Susitna Borough",74,"Community Health Systems, Inc.",74,,,"4.Other acute care hosp",,"9.OK?",
"020008","020008","9.OK?","Bartlett Regional Hospital","BARTLETT REGIONAL HOSPITAL","JUNEAU","AK","99801",2005,"AK- JUNEAU",10,"AK- ANCHORAGE","02110","AK-Juneau City and Borough",39,,73,,,"4.Other acute care hosp",,"9.OK?",
"020012","020012","9.OK?","Fairbanks Memorial Hospital","FAIRBANKS MEMORIAL HOSPITAL","FAIRBANKS","AK","99701",2003,"AK- FAIRBANKS",10,"AK- ANCHORAGE","02090","AK-Fairbanks North Star Boroug",162,,216,,,"4.Other acute care hosp",,"9.OK?",
"020017","020017","9.OK?","Alaska Regional Hospital","ALASKA REGIONAL HOSPITAL","ANCHORAGE","AK","99508",2001,"AK- ANCHORAGE",10,"AK- ANCHORAGE","02020","AK-Anchorage Municipality",240,"HCA Healthcare",132,,,"4.Other acute care hosp",,"9.OK?",
"020018","020018","9.OK?","Yukon-Kuskokwim Delta Reg Hosp","YUKON KUSKOKWIM DELTA REG HOSPITAL","BETHEL","AK","99559",2017,"AK- BETHEL",10,"AK- ANCHORAGE","02050","AK-Bethel Census Area",50,,37,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"020024","020024","9.OK?","Central Peninsula General Hosp","CENTRAL PENINSULA GENERAL HOSPITAL","SOLDOTNA","AK","99669",2013,"AK- SOLDOTNA",10,"AK- ANCHORAGE","02122","AK-Kenai Peninsula Borough",49,,59,,,"4.Other acute care hosp",,"9.OK?",
"020026","020026","9.OK?","Alaska Native Medical Center","ALASKA NATIVE MEDICAL CENTER","ANCHORAGE","AK","99508",2001,"AK- ANCHORAGE",10,"AK- ANCHORAGE","02020","AK-Anchorage Municipality",159,,172,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"021301","021301","9.OK?","Providence Valdez Medical Center","PROVIDENCE VALDEZ MEDICAL CENTER","VALDEZ","AK","99686",2014,"AK- VALDEZ",10,"AK- ANCHORAGE","02261","AK-Valdez-Cordova Census Area",15,"Providence St. Joseph Health",21,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021302","021302","9.OK?","Providence Seward Medical Center","PROVIDENCE SEWARD HOSPITAL","SEWARD","AK","99664",2011,"AK- SEWARD",10,"AK- ANCHORAGE","02122","AK-Kenai Peninsula Borough",6,"Providence St. Joseph Health",6,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021303","021303","9.OK?","Sitka Community Hospital","SITKA COMMUNITY HOSPITAL","SITKA","AK","99835",2012,"AK- SITKA",10,"AK- ANCHORAGE","02220","AK-Sitka City and Borough",12,,27,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021304","021304","9.OK?","Petersburg Medical Center","PETERSBURG MEDICAL CENTER","PETERSBURG","AK","99833",2010,"AK- PETERSBURG",10,"AK- ANCHORAGE","02195","AK-Petersburg Census Area",12,,12,,,"3.Critical Access Hosp",,"9.OK?",
"021305","021305","9.OK?","Wrangell Medical Center","WRANGELL MEDICAL CENTER","WRANGELL","AK","99929",2015,"AK- WRANGELL",10,"AK- ANCHORAGE","02275","AK-Wrangell City and Borough",8,,8,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021306","021306","9.OK?","Providence Kodiak Island Med Ctr","PROVIDENCE KODIAK ISLAND MEDICAL CTR","KODIAK","AK","99615",2007,"AK- KODIAK",10,"AK- ANCHORAGE","02150","AK-Kodiak Island Borough",25,"Providence St. Joseph Health",6,,,"3.Critical Access Hosp",,"9.OK?",
"021307","021307","9.OK?","Cordova Community Medical Center","CORDOVA COMMUNITY MEDICAL CENTER","CORDOVA","AK","99574",2002,"AK- CORDOVA",10,"AK- ANCHORAGE","02261","AK-Valdez-Cordova Census Area",13,,13,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021308","021308","9.OK?","Norton Sound Regional Hospital","NORTON SOUND REGIONAL HOSPITAL","NOME","AK","99762",2008,"AK- NOME",10,"AK- ANCHORAGE","02180","AK-Nome Census Area",21,,36,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021309","021309","9.OK?","Bristol Bay Area Hlth Corporation","KANAKANAK HOSPITAL","DILLINGHAM","AK","99576",2018,"AK- DILLINGHAM",10,"AK- ANCHORAGE","02070","AK-Dillingham Census Area",15,,16,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021310","021310","9.OK?","Maniilaq Health Center","MANIILAQ HEALTH CENTER","KOTZEBUE","AK","99752",2019,"AK- KOTZEBUE",10,"AK- ANCHORAGE","02188","AK-Northwest Arctic Borough",17,,17,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021311","021311","9.OK?","Peacehealth Ketchikan Medical Ctr","KETCHIKAN MEDICAL CENTER","KETCHIKAN","AK","99901",2006,"AK- KETCHIKAN",10,"AK- ANCHORAGE","02130","AK-Ketchikan Gateway Borough",25,"PeaceHealth",50,,,"3.Critical Access Hosp",,"9.OK?",
"021312","021312","9.OK?","Samuel Simmonds Memorial Hosp","SAMUEL SIMMONDS MEMORIAL HOSPITAL","BARROW","AK","99723",2016,"AK- BARROW",10,"AK- ANCHORAGE","02185","AK-North Slope Borough",14,,14,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"021313","021313","9.OK?","South Peninsula Hospital","SOUTH PENINSULA HOSPITAL","HOMER","AK","99603",2004,"AK- HOMER",10,"AK- ANCHORAGE","02122","AK-Kenai Peninsula Borough",22,,50,,,"3.Critical Access Hosp",,"9.OK?",
"021314","021314","9.OK?","Searhc Mt. Edgecumbe Hospital","MT EDGECUMBE HOSPITAL","SITKA","AK","99835",2012,"AK- SITKA",10,"AK- ANCHORAGE","02220","AK-Sitka City and Borough",25,,25,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"022001","022001","1.NonAcute","St. Elias Specialty Hospital","ST ELIAS SPECIALTY HOSPITAL","ANCHORAGE","AK","99503",2001,"AK- ANCHORAGE",10,"AK- ANCHORAGE","02020","AK-Anchorage Municipality",60,,59,,,"5.Longterm/non-acute",,"1.NonAcute",
"030001","Closed","5.Closed","Abrazo Maryvale Campus","ABRAZO MARYVALE CAMPUS","PHOENIX","AZ","85031",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",212,,,,,"4.Other acute care hosp",,"5.Closed",
"030002","030002","9.OK?","Banner - University Med Ctr Phoenix","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","PHOENIX","AZ","85006",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",578,"Banner Health",685,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"030006","030006","9.OK?","Tmc Healthcare","TUCSON MEDICAL CENTER","TUCSON","AZ","85712",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",576,,586,,,"4.Other acute care hosp",,"9.OK?",
"030007","030007","9.OK?","Verde Valley Medical Center","VERDE VALLEY MEDICAL CENTER","COTTONWOOD","AZ","86326",3006,"AZ- COTTONWOOD",12,"AZ- PHOENIX","04025","AZ-Yavapai County",99,"Northern Arizona Healthcare",98,,,"4.Other acute care hosp",,"9.OK?",
"030010","030010","9.OK?","Carondelet St. Mary's Hospital","ST. MARY'S HOSPITAL","TUCSON","AZ","85745",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",349,"TENET Healthcare Corporation",300,,,"4.Other acute care hosp",,"9.OK?",
"030011","030011","9.OK?","Carondelet St. Joseph's Hospital","ST JOSEPH'S HOSPITAL","TUCSON","AZ","85711",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",436,"TENET Healthcare Corporation",486,,,"4.Other acute care hosp",,"9.OK?",
"030012","030012","9.OK?","Yavapai Regional Medical Center","YAVAPAI REGIONAL MEDICAL CENTER","PRESCOTT","AZ","86301",3023,"AZ- PRESCOTT",12,"AZ- PHOENIX","04025","AZ-Yavapai County",196,,206,,,"4.Other acute care hosp",,"9.OK?",
"030013","030013","9.OK?","Yuma Regional Medical Center","YUMA REGIONAL MEDICAL CENTER","YUMA","AZ","85364",3037,"AZ- YUMA",12,"AZ- PHOENIX","04027","AZ-Yuma County",353,,406,,,"4.Other acute care hosp",,"9.OK?",
"030014","030014","9.OK?","Honorhealth John C. Lincoln Med Ctr","JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL","PHOENIX","AZ","85020",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",254,"HonorHealth",262,,,"4.Other acute care hosp",,"9.OK?",
"030016","030016","9.OK?","Banner Casa Grande Medical Center","BANNER CASA GRANDE MEDICAL CENTER","CASA GRANDE","AZ","85122",3004,"AZ- CASA GRANDE",12,"AZ- PHOENIX","04021","AZ-Pinal County",177,"Banner Health",84,,,"4.Other acute care hosp",,"9.OK?",
"030022","030022","9.OK?","Maricopa Integrated Health Sys","MARICOPA MEDICAL CENTER","PHOENIX","AZ","85008",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",333,,544,"Independent","Major Teaching","2.Other teaching hosp",,"9.OK?",
"030023","030023","9.OK?","Flagstaff Medical Center","FLAGSTAFF MEDICAL CENTER","FLAGSTAFF","AZ","86001",3008,"AZ- FLAGSTAFF",12,"AZ- PHOENIX","04005","AZ-Coconino County",236,"Northern Arizona Healthcare",264,,,"4.Other acute care hosp",,"9.OK?",
"030024","030024","9.OK?","St. Joseph's Hospital And Med Ctr","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","PHOENIX","AZ","85013",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",549,"Dignity Health",577,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"030030","030030","9.OK?","Abrazo Central Campus","ABRAZO CENTRAL CAMPUS","PHOENIX","AZ","85015",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",193,"TENET Healthcare Corporation",215,,,"4.Other acute care hosp",,"9.OK?",
"030033","030033","9.OK?","Banner Payson Medical Center","BANNER PAYSON MEDICAL CENTER","PAYSON","AZ","85541",3021,"AZ- PAYSON",12,"AZ- PHOENIX","04007","AZ-Gila County",44,"Banner Health",25,,,"4.Other acute care hosp",,"9.OK?",
"030036","030036","9.OK?","Chandler Regional Medical Center","CHANDLER REGIONAL MEDICAL CENTER","CHANDLER","AZ","85224",3005,"AZ- CHANDLER",11,"AZ- MESA","04013","AZ-Maricopa County",243,"Dignity Health",338,,,"4.Other acute care hosp",,"9.OK?",
"030037","030037","9.OK?","St. Luke's Medical Center","ST LUKE'S MEDICAL CENTER","PHOENIX","AZ","85006",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",174,"Steward Health Care System, LLC",283,,,"4.Other acute care hosp",,"9.OK?",
"030038","030038","9.OK?","Honorhealth Scottsdale Osborn Med.","SCOTTSDALE OSBORN MEDICAL CENTER","SCOTTSDALE","AZ","85251",3025,"AZ- SCOTTSDALE",12,"AZ- PHOENIX","04013","AZ-Maricopa County",320,"HonorHealth",347,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"030043","030043","9.OK?","Canyon Vista Medical Center","CANYON VISTA MEDICAL CENTER","SIERRA VISTA","AZ","85635",3027,"AZ- SIERRA VISTA",15,"AZ- TUCSON","04003","AZ-Cochise County",69,"RCCH HealthCare Partners",100,,,"4.Other acute care hosp",,"9.OK?",
"030055","030055","9.OK?","Kingman Regional Medical Center","KINGMAN REGIONAL MEDICAL CENTER","KINGMAN","AZ","86409",3014,"AZ- KINGMAN",12,"AZ- PHOENIX","04015","AZ-Mohave County",215,,200,,,"4.Other acute care hosp",,"9.OK?",
"030061","030061","9.OK?","Banner Boswell Medical Center","BANNER BOSWELL MEDICAL CENTER","SUN CITY","AZ","85351",3029,"AZ- SUN CITY",14,"AZ- SUN CITY","04013","AZ-Maricopa County",386,"Banner Health",351,,,"4.Other acute care hosp",,"9.OK?",
"030062","030062","9.OK?","Summit Healthcare Reg Med Ctr","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","SHOW LOW","AZ","85901",3026,"AZ- SHOW LOW",12,"AZ- PHOENIX","04017","AZ-Navajo County",89,,89,,,"4.Other acute care hosp",,"9.OK?",
"030064","030064","9.OK?","Banner - University Med Ctr Tucson","BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","TUCSON","AZ","85724",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",479,"Banner Health",439,"Integrated","Major Teaching","1.Integrated AMC","1.NCI-CCC","9.OK?",
"030065","030065","9.OK?","Banner Desert Medical Center","BANNER DESERT MEDICAL CENTER","MESA","AZ","85202",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",577,"Banner Health",595,,,"4.Other acute care hosp",,"9.OK?",
"030068","030068","9.OK?","Mt. Graham Regional Med Ctr","MT. GRAHAM REGIONAL MEDICAL CENTER","SAFFORD","AZ","85546",3024,"AZ- SAFFORD",15,"AZ- TUCSON","04009","AZ-Graham County",49,,49,,,"4.Other acute care hosp",,"9.OK?",
"030069","030069","9.OK?","Havasu Regional Medical Center","HAVASU REGIONAL MEDICAL CENTER","LAKE HAVASU CITY","AZ","86403",3015,"AZ- LAKE HAVASU CITY",12,"AZ- PHOENIX","04015","AZ-Mohave County",143,"LifePoint Health",162,,,"4.Other acute care hosp",,"9.OK?",
"030071","030071","9.OK?","Tsehootsooi Medical Center","FORT DEFIANCE INDIAN HOSPITAL","FORT DEFIANCE","AZ","86504",3010,"AZ- GANADO",293,"NM- ALBUQUERQUE","04001","AZ-Apache County",70,,39,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030073","030073","9.OK?","Tuba City Reg Hlth Care Corp","TUBA CITY REGIONAL HEALTH CARE CORPORATION","TUBA CITY","AZ","86045",3044,"AZ- TUBA CITY",12,"AZ- PHOENIX","04005","AZ-Coconino County",103,,53,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030074","030074","9.OK?","Us Pub Hlth Svc Indian-Sells","SELLS HOSPITAL","SELLS","AZ","85634",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",32,"U. S. Indian Health Service",12,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030077","030077","9.OK?","San Carlos Apache Healthcare Corp","SAN CARLOS APACHE HEALTHCARE","PERIDOT","AZ","85542",3042,"AZ- SAN CARLOS",12,"AZ- PHOENIX","04007","AZ-Gila County",36,"U. S. Indian Health Service",8,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030078","030078","9.OK?","Us Pub Hlth Svc Phoenix Indian Med","PHOENIX INDIAN MEDICAL CENTER","PHOENIX","AZ","85016",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",179,"U. S. Indian Health Service",127,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030083","030083","9.OK?","Abrazo Scottsdale Campus","ABRAZO SCOTTSDALE CAMPUS","PHOENIX","AZ","85032",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",136,"TENET Healthcare Corporation",142,,,"4.Other acute care hosp",,"9.OK?",
"030084","030084","9.OK?","Chinle Comprehensive Hlth Care","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","CHINLE","AZ","86503",3038,"AZ- CHINLE",293,"NM- ALBUQUERQUE","04001","AZ-Apache County",10,"U. S. Indian Health Service",60,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030085","030085","9.OK?","Northwest Med Ctr-Tucson","NORTHWEST MEDICAL CENTER","TUCSON","AZ","85741",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",287,"Community Health Systems, Inc.",270,,,"4.Other acute care hosp",,"9.OK?",
"030087","030087","9.OK?","Honorhealth Scottsdale Shea Med Ctr","SCOTTSDALE SHEA MEDICAL CENTER","SCOTTSDALE","AZ","85260",3025,"AZ- SCOTTSDALE",12,"AZ- PHOENIX","04013","AZ-Maricopa County",425,"HonorHealth",409,,,"4.Other acute care hosp",,"9.OK?",
"030088","030088","9.OK?","Banner Baywood Medical Center","BANNER BAYWOOD MEDICAL CENTER","MESA","AZ","85206",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",318,"Banner Health",359,,,"4.Other acute care hosp",,"9.OK?",
"030089","030089","9.OK?","Banner Thunderbird Med Ctr","BANNER THUNDERBIRD MEDICAL CENTER","GLENDALE","AZ","85306",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",499,"Banner Health",458,,,"4.Other acute care hosp",,"9.OK?",
"030092","030092","9.OK?","Honorhealth Deer Valley Med Ctr","HONORHEALTH DEER VALLEY MEDICAL CENTER","PHOENIX","AZ","85027",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",204,"HonorHealth",204,,,"4.Other acute care hosp",,"9.OK?",
"030093","030093","9.OK?","Banner Del E. Webb Med Ctr","BANNER DEL E. WEBB MEDICAL CENTER","SUN CITY WEST","AZ","85375",3029,"AZ- SUN CITY",14,"AZ- SUN CITY","04013","AZ-Maricopa County",316,"Banner Health",390,,,"4.Other acute care hosp",,"9.OK?",
"030094","030094","9.OK?","Abrazo Arrowhead Campus","ABRAZO ARROWHEAD CAMPUS","GLENDALE","AZ","85308",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",217,"TENET Healthcare Corporation",234,,,"4.Other acute care hosp",,"9.OK?",
"030101","030101","9.OK?","Western Arizona Regional Med Ctr","WESTERN ARIZONA REGIONAL MEDICAL CENTER","BULLHEAD CITY","AZ","86442",3003,"AZ- BULLHEAD CITY",279,"NV- LAS VEGAS","04015","AZ-Mohave County",139,"Community Health Systems, Inc.",139,,,"4.Other acute care hosp",,"9.OK?",
"030103","030103","9.OK?","Mayo Clinic Hospital - Phoenix","MAYO CLINIC HOSPITAL","PHOENIX","AZ","85054",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",261,"Mayo Clinic",280,"Integrated","Other Teaching","1.Integrated AMC","1.NCI-CCC","9.OK?",
"030105","030105","9.OK?","Banner Heart Hospital","BANNER HEART HOSPITAL","MESA","AZ","85206",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",111,"Banner Health",111,,,"4.Other acute care hosp",,"9.OK?",
"030107","030107","9.OK?","Arizona Spine And Joint Hospital","ARIZONA SPINE AND JOINT HOSPITAL","MESA","AZ","85206",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",23,"National Surgical Healthcare",23,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030108","030108","9.OK?","The Core Institute Specialty Hosp","CORE INSTITUTE SPECIALTY HOSPITAL, THE","PHOENIX","AZ","85015",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",33,,33,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030110","030110","9.OK?","Abrazo West Campus","ABRAZO WEST CAMPUS","GOODYEAR","AZ","85395",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",164,"TENET Healthcare Corporation",106,,,"4.Other acute care hosp",,"9.OK?",
"030111","030111","9.OK?","Banner - University Med Ctr South","BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","TUCSON","AZ","85713",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",147,"Banner Health",167,,,"4.Other acute care hosp",,"9.OK?",
"030112","030112","9.OK?","Arizona Orthopedic Surgical Hosp","ARIZONA SPECIALTY HOSPITAL","CHANDLER","AZ","85224",3005,"AZ- CHANDLER",11,"AZ- MESA","04013","AZ-Maricopa County",24,"United Surgical Partners International",24,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030113","030113","9.OK?","Us Pub Hlth Svc Indian-Whiteriver","WHITERIVER PHS INDIAN HOSPITAL","WHITERIVER","AZ","85941",3026,"AZ- SHOW LOW",12,"AZ- PHOENIX","04017","AZ-Navajo County",40,"U. S. Indian Health Service",35,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030114","030114","9.OK?","Oro Valley Hospital","ORO VALLEY HOSPITAL","ORO VALLEY","AZ","85755",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",128,"Community Health Systems, Inc.",144,,,"4.Other acute care hosp",,"9.OK?",
"030115","030115","9.OK?","Banner Estrella Medical Center","BANNER ESTRELLA MEDICAL CENTER","PHOENIX","AZ","85037",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",214,"Banner Health",278,,,"4.Other acute care hosp",,"9.OK?",
"030117","030117","9.OK?","Valley View Medical Center","VALLEY VIEW MEDICAL CENTER","FORT MOHAVE","AZ","86426",3003,"AZ- BULLHEAD CITY",279,"NV- LAS VEGAS","04015","AZ-Mohave County",74,"LifePoint Health",84,,,"4.Other acute care hosp",,"9.OK?",
"030119","030119","9.OK?","Mercy Gilbert Medical Center","MERCY GILBERT MEDICAL CENTER","GILBERT","AZ","85297",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",212,"Dignity Health",198,,,"4.Other acute care hosp",,"9.OK?",
"030120","030120","9.OK?","Gilbert Hospital","GILBERT HOSPITAL","GILBERT","AZ","85295",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",19,,,,,"4.Other acute care hosp",,"9.OK?",
"030121","030121","9.OK?","Mountain Vista Medical Center","MOUNTAIN VISTA MEDICAL CENTER, LP","MESA","AZ","85209",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",158,"Steward Health Care System, LLC",178,,,"4.Other acute care hosp",,"9.OK?",
"030122","030122","9.OK?","Banner Gateway Medical Center","BANNER GATEWAY MEDICAL CENTER","GILBERT","AZ","85234",3016,"AZ- MESA",11,"AZ- MESA","04013","AZ-Maricopa County",177,"Banner Health",177,,,"4.Other acute care hosp",,"9.OK?",
"030123","030123","9.OK?","Honorhealth Scottsdale Thmpson Peak","SCOTTSDALE THOMPSON PEAK MEDICAL CENTER","SCOTTSDALE","AZ","85255",3025,"AZ- SCOTTSDALE",12,"AZ- PHOENIX","04013","AZ-Maricopa County",120,"HonorHealth",92,,,"4.Other acute care hosp",,"9.OK?",
"030130","030130","9.OK?","Banner Ironwood Medical Center","BANNER IRONWOOD MEDICAL CENTER","QUEEN CREEK","AZ","85140",3016,"AZ- MESA",11,"AZ- MESA","04021","AZ-Pinal County",47,"Banner Health",53,,,"4.Other acute care hosp",,"9.OK?",
"030131","030131","9.OK?","Oasis Hospital","O.A.S.I.S. HOSPITAL","PHOENIX","AZ","85008",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",64,,64,,,"4.Other acute care hosp",,"9.OK?",
"030132","030132","9.OK?","Florence Hospital At Anthem","FLORENCE HOSPITAL AT ANTHEM, LLC","FLORENCE","AZ","85132",3009,"AZ- FLORENCE",11,"AZ- MESA","04021","AZ-Pinal County",36,,,,,"4.Other acute care hosp",,"9.OK?",
"030134","030134","9.OK?","Banner Goldfield Medical Center","BANNER GOLDFIELD MEDICAL CENTER","APACHE JUNCTION","AZ","85120",3016,"AZ- MESA",11,"AZ- MESA","04021","AZ-Pinal County",30,"Banner Health",20,,,"4.Other acute care hosp",,"9.OK?",
"030136","030136","9.OK?","Dignity Health Arizona General Hosp","DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","LAVEEN","AZ","85339",3022,"AZ- PHOENIX",12,"AZ- PHOENIX","04013","AZ-Maricopa County",16,,16,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"030137","030137","9.OK?","Green Valley Hospital","SANTA CRUZ VALLEY REGIONAL HOSPITAL","GREEN VALLEY","AZ","85614",3032,"AZ- TUCSON",15,"AZ- TUCSON","04019","AZ-Pima County",49,,98,,,"4.Other acute care hosp",,"9.OK?",
"031300","031300","9.OK?","Wickenburg Community Hospital","WICKENBURG COMMUNITY HOSPITAL","WICKENBURG","AZ","85390",3033,"AZ- WICKENBURG",14,"AZ- SUN CITY","04013","AZ-Maricopa County",19,,19,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
"031301","031301","9.OK?","Benson Hospital","BENSON HOSPITAL","BENSON","AZ","85602",3032,"AZ- TUCSON",15,"AZ- TUCSON","04003","AZ-Cochise County",22,,22,,,"3.Critical Access Hosp",,"9.OK?","noICUdays"
