County Formatted,County,State Formatted,State,Population
Lewis,LEWIS,West Virginia,WESTVIRGINIA,15907
Lincoln,LINCOLN,West Virginia,WESTVIRGINIA,20409
Logan,LOGAN,West Virginia,WESTVIRGINIA,32019
McDowell,MCDOWELL,West Virginia,WESTVIRGINIA,17624
Marion,MARION,West Virginia,WESTVIRGINIA,56072
Marshall,MARSHALL,West Virginia,WESTVIRGINIA,30531
Mason,MASON,West Virginia,WESTVIRGINIA,26516
Mercer,MERCER,West Virginia,WESTVIRGINIA,58758
Mineral,MINERAL,West Virginia,WESTVIRGINIA,26868
Mingo,MINGO,West Virginia,WESTVIRGINIA,23424
Monongalia,MONONGALIA,West Virginia,WESTVIRGINIA,105612
Monroe,MONROE,West Virginia,WESTVIRGINIA,13275
Morgan,MORGAN,West Virginia,WESTVIRGINIA,17884
Nicholas,NICHOLAS,West Virginia,WESTVIRGINIA,24496
Ohio,OHIO,West Virginia,WESTVIRGINIA,41411
Pendleton,PENDLETON,West Virginia,WESTVIRGINIA,6969
Pleasants,PLEASANTS,West Virginia,WESTVIRGINIA,7460
Pocahontas,POCAHONTAS,West Virginia,WESTVIRGINIA,8247
Preston,PRESTON,West Virginia,WESTVIRGINIA,33432
Putnam,PUTNAM,West Virginia,WESTVIRGINIA,56450
Raleigh,RALEIGH,West Virginia,WESTVIRGINIA,73361
Randolph,RANDOLPH,West Virginia,WESTVIRGINIA,28695
Ritchie,RITCHIE,West Virginia,WESTVIRGINIA,9554
Roane,ROANE,West Virginia,WESTVIRGINIA,13688
Summers,SUMMERS,West Virginia,WESTVIRGINIA,12573
Taylor,TAYLOR,West Virginia,WESTVIRGINIA,16695
Tucker,TUCKER,West Virginia,WESTVIRGINIA,6839
Tyler,TYLER,West Virginia,WESTVIRGINIA,8591
Upshur,UPSHUR,West Virginia,WESTVIRGINIA,24176
Wayne,WAYNE,West Virginia,WESTVIRGINIA,39402
Webster,WEBSTER,West Virginia,WESTVIRGINIA,8114
Wetzel,WETZEL,West Virginia,WESTVIRGINIA,15065
Wirt,WIRT,West Virginia,WESTVIRGINIA,5821
Wood,WOOD,West Virginia,WESTVIRGINIA,83518
Wyoming,WYOMING,West Virginia,WESTVIRGINIA,20394
Adams,ADAMS,Wisconsin,WISCONSIN,20220
Ashland,ASHLAND,Wisconsin,WISCONSIN,15562
Barron,BARRON,Wisconsin,WISCONSIN,45244
Bayfield,BAYFIELD,Wisconsin,WISCONSIN,15036
Brown,BROWN,Wisconsin,WISCONSIN,264542
Buffalo,BUFFALO,Wisconsin,WISCONSIN,13031
Burnett,BURNETT,Wisconsin,WISCONSIN,15414
Calumet,CALUMET,Wisconsin,WISCONSIN,50089
Chippewa,CHIPPEWA,Wisconsin,WISCONSIN,64658
Clark,CLARK,Wisconsin,WISCONSIN,34774
Columbia,COLUMBIA,Wisconsin,WISCONSIN,57532
Crawford,CRAWFORD,Wisconsin,WISCONSIN,16131
Dane,DANE,Wisconsin,WISCONSIN,546695
Dodge,DODGE,Wisconsin,WISCONSIN,87839
Door,DOOR,Wisconsin,WISCONSIN,27668
Douglas,DOUGLAS,Wisconsin,WISCONSIN,43150
Dunn,DUNN,Wisconsin,WISCONSIN,45368
Eau Claire,EAUCLAIRE,Wisconsin,WISCONSIN,104646
Florence,FLORENCE,Wisconsin,WISCONSIN,4295
Fond du Lac,FONDDULAC,Wisconsin,WISCONSIN,103403
Forest,FOREST,Wisconsin,WISCONSIN,9004
Grant,GRANT,Wisconsin,WISCONSIN,51439
Green,GREEN,Wisconsin,WISCONSIN,36960
Green Lake,GREENLAKE,Wisconsin,WISCONSIN,18913
Iowa,IOWA,Wisconsin,WISCONSIN,23678
Iron,IRON,Wisconsin,WISCONSIN,5687
Jackson,JACKSON,Wisconsin,WISCONSIN,20643
Jefferson,JEFFERSON,Wisconsin,WISCONSIN,84769
Juneau,JUNEAU,Wisconsin,WISCONSIN,26687
Kenosha,KENOSHA,Wisconsin,WISCONSIN,169561
Kewaunee,KEWAUNEE,Wisconsin,WISCONSIN,20434
La Crosse,LACROSSE,Wisconsin,WISCONSIN,118016
Lafayette,LAFAYETTE,Wisconsin,WISCONSIN,16665
Langlade,LANGLADE,Wisconsin,WISCONSIN,19189
Lincoln,LINCOLN,Wisconsin,WISCONSIN,27593
Manitowoc,MANITOWOC,Wisconsin,WISCONSIN,78981
Marathon,MARATHON,Wisconsin,WISCONSIN,135692
Marinette,MARINETTE,Wisconsin,WISCONSIN,40350
Marquette,MARQUETTE,Wisconsin,WISCONSIN,15574
Menominee,MENOMINEE,Wisconsin,WISCONSIN,4556
Milwaukee,MILWAUKEE,Wisconsin,WISCONSIN,945726
Monroe,MONROE,Wisconsin,WISCONSIN,46253
Oconto,OCONTO,Wisconsin,WISCONSIN,37930
Oneida,ONEIDA,Wisconsin,WISCONSIN,35595
Outagamie,OUTAGAMIE,Wisconsin,WISCONSIN,187885
Ozaukee,OZAUKEE,Wisconsin,WISCONSIN,89221
Pepin,PEPIN,Wisconsin,WISCONSIN,7287
Pierce,PIERCE,Wisconsin,WISCONSIN,42754
Polk,POLK,Wisconsin,WISCONSIN,43783
Portage,PORTAGE,Wisconsin,WISCONSIN,70772
Price,PRICE,Wisconsin,WISCONSIN,13351
Racine,RACINE,Wisconsin,WISCONSIN,196311
Richland,RICHLAND,Wisconsin,WISCONSIN,17252
Rock,ROCK,Wisconsin,WISCONSIN,163354
Rusk,RUSK,Wisconsin,WISCONSIN,14178
St. Croix,ST.CROIX,Wisconsin,WISCONSIN,90687
Sauk,SAUK,Wisconsin,WISCONSIN,64442
Sawyer,SAWYER,Wisconsin,WISCONSIN,16558
Shawano,SHAWANO,Wisconsin,WISCONSIN,40899
Sheboygan,SHEBOYGAN,Wisconsin,WISCONSIN,115340
Taylor,TAYLOR,Wisconsin,WISCONSIN,20343
Trempealeau,TREMPEALEAU,Wisconsin,WISCONSIN,29649
Vernon,VERNON,Wisconsin,WISCONSIN,30822
Vilas,VILAS,Wisconsin,WISCONSIN,22195
Walworth,WALWORTH,Wisconsin,WISCONSIN,103868
Washburn,WASHBURN,Wisconsin,WISCONSIN,15720
Washington,WASHINGTON,Wisconsin,WISCONSIN,136034
Waukesha,WAUKESHA,Wisconsin,WISCONSIN,404198
Waupaca,WAUPACA,Wisconsin,WISCONSIN,50990
Waushara,WAUSHARA,Wisconsin,WISCONSIN,24443
Winnebago,WINNEBAGO,Wisconsin,WISCONSIN,171907
Wood,WOOD,Wisconsin,WISCONSIN,72999
Albany,ALBANY,Wyoming,WYOMING,38880
Big Horn,BIGHORN,Wyoming,WYOMING,11790
Campbell,CAMPBELL,Wyoming,WYOMING,46341
Carbon,CARBON,Wyoming,WYOMING,14800
Converse,CONVERSE,Wyoming,WYOMING,13822
Crook,CROOK,Wyoming,WYOMING,7584
Fremont,FREMONT,Wyoming,WYOMING,39261
Goshen,GOSHEN,Wyoming,WYOMING,13211
Hot Springs,HOTSPRINGS,Wyoming,WYOMING,4413
Johnson,JOHNSON,Wyoming,WYOMING,8445
Laramie,LARAMIE,Wyoming,WYOMING,99500
Lincoln,LINCOLN,Wyoming,WYOMING,19830
Natrona,NATRONA,Wyoming,WYOMING,79858
Niobrara,NIOBRARA,Wyoming,WYOMING,2356
Park,PARK,Wyoming,WYOMING,29194
Platte,PLATTE,Wyoming,WYOMING,8393
Sheridan,SHERIDAN,Wyoming,WYOMING,30485
Sublette,SUBLETTE,Wyoming,WYOMING,9831
Sweetwater,SWEETWATER,Wyoming,WYOMING,42343
Teton,TETON,Wyoming,WYOMING,23464
Uinta,UINTA,Wyoming,WYOMING,20226
Washakie,WASHAKIE,Wyoming,WYOMING,7805
Weston,WESTON,Wyoming,WYOMING,6927
Kansas City,KANSASCITY,Missouri,MISSOURI,1163157
